tweet,sent
 yaaaaaaaayyyyy so happy bout the idol performance and ur gonna sing music again on leno!!!!,1
 hahahah of course,1
Leverage is kind-of surprisingly good.,1
"RT  At Close of Summit, President Obama Says It's Time for Decisions ""And Then That's What Elections Are For"" >> ",0
Firies and SES to join in tonight's gay and lesbian Mardi Gras Parade ,0
"ThingsWeWantBack NaS the way he was rhymin in 94. Niggas couldn't fuck with him, no way, no how. I don't give a fuck who says what",0
Listen-Tongues of Fire-Pastor Paul's Podcast Episode 135 Pt1 'The Waterer's Will Be Watered'  Egocentricity,0
Replica Store  BREITLING for Bentley Motors Tourbillon Special Edition,0
 do you wanna do anything tomorrow? or this weekend? i hafta work at the navy saturday & sunday..............,-1
G.O.D - Gil ,0
taking a break from crazy packing to watch 2012.,1
RT  PURE Is Shpopppinnn!!! Feelin My Ladies And Fellas Right Now!!<<,1
 i saw i a guy do that on a porno & i was shocked & intrigued at tha same time lol,0
I'm so pleased I'm gonna post it again ,1
 Kerala Church row: Catholicos Aram offers mediation ? Asianetindia ... ,0
loves you Galouuuu the wolf. ,1
" ""GO THE FAVOURS"" I wouldn't be ashamed just be prepared!!! lol",1
Gmorning:-) Uthini uLinda..lol just tuned in&they playing potoko RT  Who listens to Khozi fm in the morning vukamzansi linda,1
shoutout 2 ma charger that jus disapated in thin air jus now..just as I needed it!,-1
FF my brother ,0
"RT   nowplaying ALL$TAR! wrking on The LiftOff Mixtape. Here's a preview, watch n RT for me >> ",0
"Twitter porn hits 800 UK bank followers, media and government ... ",0
Have been too busy at work to tweet. Heading home in 80 minutes.,-1
NowPlaying Monopoly For Iphone.. IM The Boat Wit All Da Property!! ,0
RT   Rules for Restoration ,0
"My Intent is to be grounded like the trees, but flexible enough to move in the wind. ? Support me ",0
I hurt someone's feelings tonight - they thrust their drooly baby at me and I told him I didn't want to hold said baby.,-1
" Omg that photo of me is horrendous!! I want to shoot, you're getting really good! I love the exposed film!",0
I like chinese blueberry green tea. Yummay RT  And yes green tea DOES go with everything dammit...,1
Sleepy time...also photo of the day! The background  made me!! ,1
 naw actually i do the sam thing i wait till after i eat to brush me teeth to me that is the more logical way to do it lol,1
"ENTREVISTA / ALEXANDRE OLIVA -- ""Eu rompi com o Google"" ",0
what comes in that box that box that rocks,1
AllRecipes Launches New iPhone App; Planning Cooking App For iPad ,0
 Bahaha do it! I brought my sister tickets for her birthday and she asked me to go with her.,1
"Acoustic gig next tuesday 2nd March at The Library, Islington",0
RT  Bosen to the max ,0
Esperanza Atlanta | A GEM FROM THE SPORT OF DOWNHILL SKIING: A GEM FROM THE SPORT OF DOWNHILL SKIING. In the spiri... ,1
 Sorry to hear that. I hope you are okay. Wait until tomorrow morning to evaluate your health. You might be sore then.,-1
 well i wouldn't have caught it if you hadn't said something!,-1
Mom and Dad are BOTH being dickheads. I just want to crawl into a whole and not come out until the weekends over.,-1
THIS BUSH HERE AND ITLL BE OUR LITTLE SECRET.... IF YOU TELL ANYONE THAT ITS THERE ILL COME TO YOUR HOUSE AND I WILL CUT YOU!,-1
so tired. going back to sleep.(:,0
" On the Early Christianity ride, do I get to die?",0
A dog is one the remaining reasons why some people can be persuaded to go for a walk ~ O A Battista,0
    i heard you all had Belly 2 the directors cut,0
 Best of luck to u then.. Hope we can meet when I;m back in malaysia.. BTW anything u interested about Russia?,1
 RT Astros agree to terms with shortstop Manzella   ,0
"On February 26th, 1936: Adolf Hitler opened the 1st Volkswagen plant in East Germany. ",0
This could be bad... I'm going to put some chicken in the skillet and get in the shower. We'll see!,-1
" Nope, I don't think I've read the Black Dagger Brotherhood, but it sounds interesting. Thanks for the rec. hon.",0
"Took the ""What kind of big cat are you?"" quiz & got: A Leopard! What about you? ? ",0
"In my arms, at least you can feel safe here..",1
 HOW SHORT? please not too short i love your hair!!!,1
"RT  RT  Celebrate! Rejoice 2nite monsters! The album you believed in THE FAME is officially DIAMOND WORLDWIDE! 10,000,054 copies!",1
 lip synching?!?!!?!??!?!?!!?!?,0
RT  FF ApeFam===>          ...,0
YOU ARE RT  I am the coolest lolRT  FF  becuz she's possibly the coolest chick in kent,1
 not while you're in a theme park o.o,-1
"And I, I've got to have my way now, baby All I know is that to me You look like you're havin' fun Open up your lovin' arms Watch out, here ?",1
Hmm sorry he is my boy wkwk tonight or tomorrow ;) RT   mau dong za foto yg sama  hihihihi,1
Growing Pains Actor Found Dead: Very sad news.,-1
"ohh yya? :) selamat!RT  sy kan biasa muncul ditipi tipi :p RT  hah? -,-""RT  berarti anda punya tipi :p",0
MyWestTexas.com > Top Stories > Fire sparks in abandoned home ,0
[News]: Beyonce Says She 'Killed' Sasha Fierce ,-1
"RT  Like the pics? thats a sneak peak before theyre finished...<-They ard they ard. LOL Gotta take 1, passing out fliers.",1
"Lol RT  probablywonthappen ""I just left this popppin Iota party..bout to hit the after joint  Iota crib""",1
"Closed Friday, February 26: Due to inclement weather we are closed today. ",-1
" Hehe. So true-idk, maybe I'll get brave and post some. lol. I've got a few I could probably post within the next few weeks :-)",1
" ""When you wake up to curling, it's time to go to bed."" haha, tell Gladys Canada loves her.",1
so i have 3 days left of birth control.. fml lol. i should prolly make an appt ASAP! no babies for theresa anytime sooon! plus condoms suck,-1
I call BULLSHIT RT----> RT   lol these h00rs have tainted my innocent mind   ,-1
" I didn't know, I just remember it from Carlin. Thanks for the info though!",0
"oh I pray it get's sorted now, I'm going to end up as bad as  if this continues to stress me.",-1
I'm gonna have to do MAD push ups to compensate...I mean Vegeta...dragonball Z...hyperbaric time chamber push ups!!!,-1
Just Tryin To Find My Way Back Home... The Old Me Is Dead And Gone,-1
Awww.  at the pet shop ,0
TGIF..attended the PCR-III School Board meeting last night...they passed the new bell schedule change for next year...it will be interesting,0
Hope everyone is ready too Voscillate on the 9th of this March!!!!,1
Tsunami alert as a quake strikes off Japan - BBC News ,0
" tho they said say, the music industry is kind of a mess, 'commercially' even my man jay-z the (cont) ",-1
 y'all actually doin stuff?,0
"Why customer focus? Reason12: Everybody sells. When everyone in your organisation is focused on delighting customers, they are selling.",1
"aww, i was gnna do a special 4000th tweeet, i just realiseed i passed it..........a while ago :'( im on 4017",-1
NBC Striking Olympic Gold: By FITSNews || With the men?s ice hockey gold medal game and woman?s figure skating fin... ,0
"Would you like something to read? ""Cables for the audiophile"", we're in room 226. Visit highendcable at the Bristol show, room 226",0
" And we are all very sad about that but, alas, will settle for regular ol' on-the-ground hugs.",-1
 what do you mean left? but you still love her right? huhu. what's wrong with popoy? :(,-1
Great NYC and food tweets:       FollowFriday,0
 I'm doing well =) just listening to music and waiting for the Olympics to begin,1
I watch the omnibus RT  Agreed! RT  Become a RhythmCityzen RT  Isiding is boring these days gosh!,-1
Wow. Think I'm gonna have to start retouching dark circles from my own eyes. Can I get away with wearing concealer on the daily??!,-1
RT  pausemarley lol you think you dennis rodman lol...lmaoooo,1
"RT  Watch Paul on Fox News on Feb. 24th, tomorrow, at 3PM(EST) or 12PM(PST).",0
Drug violence flares in border cities ,-1
"I know there are guys who go around tooting that they are involved with films about characters they've worked on, but they didn't create..??",0
I rated a YouTube video (5 out of 5 stars) -- Flood Driving Fail ,0
" lol, i look like a chicken who are lost in the big city.... college looks like my another world now...",0
"Mike T with his pearls of wisdom. ""Dad, don't kid with me. It's my time to learn. Don't fret."" OK, son.",0
" Tired, it was a long day. I missed the chats because of work. But I got some good new videos that I'll post this weekend :) Y tu?",0
"RT  Dear At&t,",0
2ch No.14552 ??????? ,0
 :)It tastes awesome !! try and tell me later whatcha think about xD missed you,1
"I think when movie stars and teachers have similar salaries, I'll sympathize more with the anti-pirating people.",0
 I thought you had changed it just because of your current state. Haha. Enjoy your weekend Hun. Hope you can shower soon.,0
doyouhaveto rock that V-neck jus to show ya babychest tat cumonson yu fiendin,-1
A constitutional right to hunt? Voters in four states to decide.: Christian Science Monitor,0
I wont be sleeping tonight.,-1
"Just finished a meeting with the netherlands rugby board, great people.",1
Small Business Bookkeeping To Boost The Business | Proinvests.com ,0
RT  miss my frnds in a sudden.Ijustdon't want farewell cmes that fast.It's like in just 2 months we have to say bye to each othr,-1
Me + my dad have no shame x) it's hilarious ... I ended up cackling so bad. Lull.,1
Show do Guns em Porto Alegre tem novo local: ,0
Doesn't know what to do.. Wait in my room until 2? I think soo,-1
Obama to Republicans on Health Reform: 'Let's Get This Done'  TCOT,0
 watchin this uk game waitin for my brother to get up so we can go hoop,0
"Just because I like girls doesn't mean I like you. I'm picky, I like a certain type of bitch - and you're not it.",-1
"Colt 45, no cover @ Savalas - ",0
i need something to read...but winglin is under maintenance ~,-1
 i DO care about the tsumani!! im just not tweeting about it cuz thats not what my followers want to read.mind ur own businness,1
".  Boof singing ""The Beautiful Ones Are Not Yet Born"" --> LISTEN: ",0
" Isn't that the way it is with old houses? Everything's a non-standard size, type...Do you have any other ways of staying warm?",-1
 FFS tho i do love golden syrup! 8D <3,1
Jeff Beck on His Legendary Unreleased 1970 Motown Album! | for more info go to: ,1
I've heard of oceanview and gardenview...but I've never heard of a snowview thuglife ,0
 lol & how would u know if i only just told u - ice skating can be fun as long as we don't crack our ass on the ice - OUCH!!,-1
"I favorited a YouTube video -- New Boyz ""You're A Jerk"" OFFICIAL Music Video HD Extended / Uncensored *... ",0
"I cant invite him again. He'll go from a lover to a fighter & ill fight him again. so its over, but i told him to come over...again. <33",0
Yea you know me! Congrats to the pre-nom! -NaVell. RT  Who's down with RPG??? I'm back!,1
Sleep...me and U always fight. Why cant we come to a compromise huh?,-1
RT  Complete and utter choas on the streets...no power...my heart is beatin outta my chest!....tsunami warnin...I am only a mile inland!,-1
More here at ,0
February 2010 Newsletter?.Cape Coral FL Real Estate News from Cape ... ,0
"LORENZOfarrell - lmfao, ilove weezy w. all my heart thoe.",1
RT   waasupp~ i know im late as hell but wats up,-1
" Oh, get over it! I could have said .... ""Happy Bath!"" or ""Sending you fresh sprays of floral perfume!"" =;-)",0
It's so good to know that the hill I live by is really know as Depot Hill & not just (rhymes w/) Jigger Hill...,1
 cause you live in california.,0
Winter snow storm alters postseason sports schedule:. . . ,0
 lol my fat ass was tired of running!,0
Filmfare Awards: Best Supporting Actor: Boman Irani (3i),0
"Joannie Rochette and the support of people through social media: The response on social media was huge, as hundred... ",0
"RT   Retire  32, Bring Back the King Bee Adam Pavkovich, the community thinks these are both",0
Hell no queens is od wack mad wack RT   maybe you should move to queens lol,0
 I wish!,1
Beyond ready to go home.,-1
20 miles in 3:00:02 :):),1
Is the fashion show over?,0
Ask the Expert: Parental Support and the Law - The New Old Age ... ,0
